,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1760,France,"While this wine has a strong tannic structure, it also offers plenty of ripe fruit. Acidity is kept in its place, giving freshness allied to warm berries. Drink this attractive wine from 2016.",Mission St. Vincent,84,12,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Producta Vignobles 2013 Mission St. Vincent  (Bordeaux),Bordeaux-style Red Blend,Producta Vignobles
1761,US,"Apple and pear notes have a slightly savory tone in this brisk, lemony dry Riesling. Throughout a tasting of two samples, there are lingering tones of rubber and struck matches that blow off gradually with aeration.",Randolph O'Neill Vineyard,84,25,New York,Cayuga Lake,Finger Lakes,Anna Lee C. Iijima,,Silver Thread 2014 Randolph O'Neill Vineyard Riesling (Cayuga Lake),Riesling,Silver Thread
1762,US,"This juicy red wine offers thick layers of black pepper and blueberry around sturdy oak. However, its opulent beginnings start to thin on the midpalate, veering into sour flavors and a touch of heat.",,84,37,California,Napa Valley,Napa,Virginie Boone,@vboone,V. Sattui 2012 Malbec (Napa Valley),Malbec,V. Sattui
1763,US,"Sweet green apple, lemon and lime notes meld in this off-dry Riesling, somewhat evocative of green Jolly Rancher's candy. Whiffs of smoke and nuts add a savory dimension to this brisk, easy drinking wine. Drink now.",,84,20,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,,Ventosa 2013 Riesling (Seneca Lake),Riesling,Ventosa
1764,Spain,"Pickled, briny aromas of citrus and berry fruits are modest. On the palate, this is soft and low on acidity. Flavors of raspberry, cherry and red currant are mild, with a touch of bitterness.",Brut Rose,84,14,Catalonia,Cava,,Michael Schachner,@wineschach,Biutiful NV Brut Rose Garnacha (Cava),Garnacha,Biutiful
1765,France,"This crisp, fruity wine is fresh with citrus, grapefruit and an attractive zesty texture. Aromatic and bright, it is ready to drink now, clean and fragrant.",,84,12,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Cap Royal 2014  Bordeaux Blanc,Sauvignon Blanc,Cap Royal
1766,US,"All Merlot, this pale-pink wine offers aromas of herbs, grass and cherry. Though the label suggests otherwise, it drinks off dry, with pit-fruit flavors.",Dry,84,18,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Cave B 2014 Dry Rosé (Ancient Lakes),Rosé,Cave B
1767,France,"Too much extraction has given this wine a dry character. It does have juicy red fruits underneath and these should come out as the wine ages. It is likely, though, always to be a dry wine.",,84,25,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Barreyre 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Barreyre
1768,France,"This firm, smoky wine with fine tannins and ripe fruit is developing well, allowing the berry fruits to come through the structure. Give this wine until late 2016.",,84,25,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Laronde Désormes 2013  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Laronde Désormes
1769,Chile,"Flat boysenberry and plum aromas are jammy and a bit floral. This feels clipped and rugged, with reedy plum and raspberry flavors that finish short.",Grand Reserve,84,15,Cachapoal Valley,,,Michael Schachner,@wineschach,Château Los Boldos 2013 Grand Reserve Syrah (Cachapoal Valley),Syrah,Château Los Boldos
1770,France,"From owner Jean-Pierre Palatin's vineyards at the highest elevation in this appellation, this mostly Merlot wine is soft and fruity, ripe but with little sense of structure. It is juicy and with some acidity. Light and perfumed, it is ready to drink. The winemaker is Thomas Guibert who also handles Ferrand, Palatin's Saint-Émilion grand cru.",,84,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Roquevieille 2013  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Roquevieille
1771,US,"A very deep red color catches the attention. Next, strong, wild aromas like smoke and black rubber lead to a rather fruity but still firm and tannic texture. The flavors are more like blackberries and blueberries, but the overall effect is slightly viscous.",,84,9,California,California,California Other,Jim Gordon,@gordone_cellars,Cocobon 2013 Red (California),Red Blend,Cocobon
1772,France,"Soft, ripe and fruity, this spicy wine has attractive acidity. It offers a light texture, pepper and a bite of orange zest at the end.",Juliette,84,13,France Other,Mediterranée,,Roger Voss,@vossroger,Domaine de la Sanglière 2014 Juliette Rosé (Mediterranée),Rosé,Domaine de la Sanglière
1773,Chile,"Herbal berry aromas include a heavy dose of spent coffee grinds and oak. This has an edgy, hard mouthfeel and oaky flavors of plastic and vanilla that sit on top of herbal berry notes. A creamy finish maintains the wine's oaky theme.",,84,13,Central Valley,,,Michael Schachner,@wineschach,Doña Isadora 2012 Carmenère (Central Valley),Carmenère,Doña Isadora
1774,US,"Dark, dry and puckering with a stewed plum aroma and flavor, this wine offers a depth of tannin and herbal notes. A blend of 70% Cabernet Sauvignon, 22% Cabernet Franc and 8% Merlot, it spent 20 months in French oak.",Bellarina,84,22,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Ehret 2010 Bellarina Meritage (Knights Valley),Meritage,Ehret
1775,France,"Ripe and jammy with attractive soft fruits and acidity, this wine has crushed strawberry and light spice flavors. Drink from late 2016. MACIF, a mutual insurance company, bought the estate in the 1980s and restored the vineyards and beautiful château. The estate manager is Fredéric Dubois and consultant is Georges Pauli.",,84,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Belcier 2013  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Belcier
1776,France,"This wine is concentrated, with fruit that seems too ripe. Jammy berry flavors are mixed in with dry tannins and a firm backdrop. It's solid, although not quite balanced. The estate was founded in 1967 by Philippe Raguenot; daughters Emmanuelle and Marie-Pierre took over in 1997.",,84,17,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Tourtes 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Tourtes
1777,France,"While there are firm tannins, this wine also has plenty of fresh black currant fruits. Acidity and a crisp texture give it a lift and brightness. Drink this 100% Merlot from 2016 when the tannins have softened.",Premium,84,23,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Donjon de Bruignac 2013 Premium  (Bordeaux Supérieur),Merlot,Château Donjon de Bruignac
1778,France,"Perfumed strawberry aromas show well. On the palate, this wine is fruity, jammy in texture with good balancing acidity. The tannins still need to soften, so drink from 2017.",,84,,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Château Godard 2013  Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Godard
1779,France,"Firm but with juicy fruit, this 80% Merlot and 20% Cabernet Sauvignon blend is a solid, still young, wine. The aftertaste is tough and packed with acidity.",,84,15,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Boilon 2013  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Boilon
1780,US,"This Southern Rhône-style blend is roughly half Mourvèdre, 31% Grenache and 17% Cinsault. It's a delicious match-up, with the Mourvèdre underscoring the minerality, and providing grip and texture around the racy red berry flavors of the other two grapes. The wine has a spine of steel, suggesting it will age through 20206–2022.",Stone Tree SoRhô,91,33,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Helix by Reininger 2011 Stone Tree SoRhô Red (Columbia Valley (WA)),Rhône-style Red Blend,Helix by Reininger
1781,Italy,"Classically crafted, it opens with a fruit-driven fragrance of bright red berries accented with whiffs of cooking spices and balsamic herbs. The juicy palate delivers fleshy black cherry, black raspberry, black pepper and exotic spices alongside big, velvety tannins. Soft and delicious, this is already accessible so enjoy over the next few years.",,91,55,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Capanna 2009  Brunello di Montalcino,Sangiovese,Capanna
1782,Spain,"Jammy, ripe blueberry and blackberry aromas belie a crisp, tight palate, with wild berry, licorice and peppery flavors. This is fresh, wiry, firmly structured and alert as well as comfortable and controlled. Think classic Priorat to drink through 2018.",Roureda Llicorella Gran Selecció Vitis 60,91,33,Catalonia,Priorat,,Michael Schachner,@wineschach,Cellers Unió 2009 Roureda Llicorella Gran Selecció Vitis 60 Red (Priorat),Red Blend,Cellers Unió
1783,France,"Hugely tannic, this formidable wine has great weight, richness and a dark and dense structure. Juicy berry fruits, sweet plum flavors and a dry, concentrated backdrop promise aging. Drink from 2018.",,91,35,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2010  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Bertinerie
1784,France,"Perfumed, ripe and packed with blackberry fruits, this wine displays a great sense of elegance. It is fresh while the solid structure provides a contrast of tannins. The end shows acidity and fruitiness.",,91,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Lalande-Borie 2011  Saint-Julien,Bordeaux-style Red Blend,Château Lalande-Borie
1785,France,"A strong Merlot element has produced a ripe, juicy wine, full of fruit balanced with a subtle use of wood. It's a powerful, concentrated wine that has impressive tannins, rich berry fruits and acidity. Drink from 2018.",,91,26,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Preuillac 2011  Médoc,Bordeaux-style Red Blend,Château Preuillac
1786,US,"This is a über aromatic wine with a long list of notes that include orange marmalade, peach, citrus, and drizzled honey. Harvested at 42 brix and retaining a whopping 240 g/L residual sugar, it's supremely rich and sweet with a lingering finish.",Ice Wine,91,20,Idaho,,,Sean P. Sullivan,@wawinereport,Koenig Vineyards 2011 Ice Wine Riesling,Riesling,Koenig Vineyards
1787,US,"The vineyard is famous for producing ripe, luscious Pinots stuffed with massive fruit. Many wineries have dipped into it over the years. Krutz's rendition is dry, balanced and full-bodied, with relatively high alcohol framing raspberry, cherry, cola, red plum, exotic spice and sandalwood flavors. It should age well through 2020–2022.",Soberanes Vineyard,91,45,California,Santa Lucia Highlands,Central Coast,,,Krutz 2011 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Krutz
1788,US,"The vineyard is near if not entirely within the Arroyo Grande Valley appellation, and it shows that region's tannins, acidity and ripe, long hangtime flavors. The balanced 2012 vintage has given it tremendously ripe cherry, raspberry, red currant and cola flavors, yet the wine retains an exciting sense of control and balance. Give it until 2018–2019 in the cellar to gain traction.",Aubaine Vineyard,91,50,California,San Luis Obispo County,Central Coast,,,Loring Wine Company 2012 Aubaine Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Loring Wine Company
1789,US,"It's risky to suggest aging a California Chardonnay, but you'd do well to stash this away until sometime in 2015. Right now, the wine is all about brisk acidity, oak and fresh, ripe tropical fruit, orange and pear flavors. All those parts need time to come together.",Durell Vineyard,91,40,California,Sonoma Coast,Sonoma,,,Loring Wine Company 2012 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Loring Wine Company
1790,Argentina,"Floral hints, latex, vanilla, oak and ripe berry aromas all show up on a fine bouquet. Ripe and creamy in feel, it holds dark, hard-pushing flavors of licorice, anise, coffee and blackberry. There's agility, elegance and complexity to this Malbec. Drink through 2017.",,91,24,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Los Vencejos 2010 Malbec (Uco Valley),Malbec,Los Vencejos
1791,US,"A rich barrel selection, this is a fine Pinot Noir that's silky, brisk in acidity, dry and deeply flavored in raspberries, cherries and Dr. Pepper cola. Give it at least until 2018 in the cellar.",Estate Reserve,91,60,California,Santa Lucia Highlands,Central Coast,,,Manzoni 2011 Estate Reserve Pinot Noir (Santa Lucia Highlands),Pinot Noir,Manzoni
1792,US,"Half was whole-cluster fermented, yielding dense scents and flavors with black olive, herb and a touch of mocha. Cranberry, raspberry and cherry fruit flavors are smooth and detailed, and the tannins firm and polished.",,91,29,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Amavi 2011 Syrah (Walla Walla Valley (WA)),Syrah,Amavi
1793,Italy,"This earthy wine opens with aromas of meat juices, baking spices and black fruit together with notes of leather and balsam. The rich palate delivers dark red cherry layered with mint and a tad of milk chocolate alongside dusty tannins. It' well balanced and should age moderately well. Drink 2016–2024.",Grazia,91,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Bolsignano 2009 Grazia  (Brunello di Montalcino),Sangiovese,Bolsignano
1794,US,"A beautiful wine to pair with desserts based on white fruits or simple but delicious vanilla sponge cake. Made from late-harvested Chardonnay, it's very sweet in apricots, lemons, vanilla and buttered toast, with a brisk edge of acidity for balance.",Bouche d'Or,91,30,California,Carneros,Napa-Sonoma,,,Bouchaine 2012 Bouche d'Or Chardonnay (Carneros),Chardonnay,Bouchaine
